,begin,end,subtitles_text
1,00:00:00.00,00:00:00.00, >> JEFF PROBST: Previously on
2,00:00:02.12,00:00:02.12,Survivor: >> That was brilliant.
3,00:00:04.96,00:00:04.96,">> PROBST: With the four horsemen's alliance broken,"
4,00:00:07.25,00:00:07.25,Alex and Mookie were on the outs.
5,00:00:09.38,00:00:09.38,">> We are six strong, and there's two people just waiting"
6,00:00:13.12,00:00:13.12,on death row. >> PROBST: In a desperate
7,00:00:16.58,00:00:16.58,"attempt to save their necks, Alex and Mookie searched"
8,00:00:20.12,00:00:20.12,"through Yau-Man's bag. >> Yeah, he got it."
9,00:00:22.04,00:00:22.04,>> PROBST: And discovered his hidden immunity idol.
10,00:00:24.29,00:00:24.29,">> Just cause some hell, man. If I'm going down, I'm bringing"
11,00:00:27.12,00:00:27.12,hell with me. >> PROBST: When Alex and Mookie
12,00:00:29.21,00:00:29.21,"confronted Yau-Man... >> What do you want to do, Yau?"
13,00:00:31.25,00:00:31.25,>> You guys do what you need to do.
14,00:00:33.04,00:00:33.04,>> PROBST: ...he decided to tell everyone about the idol.
15,00:00:35.04,00:00:35.04,">> I thought that was a little dirty, but I will have to tell"
16,00:00:37.88,00:00:37.88,all my voting bloc straight out. They went through my bag.
17,00:00:40.92,00:00:40.92,">> They went through your bag, Yau-Man?"
18,00:00:42.12,00:00:42.12,">> Yeah, they went through my bag."
19,00:00:43.50,00:00:43.50,>> Alex went through Yau-Man's things and threatened him.
20,00:00:45.62,00:00:45.62,"They said, ""I know you have the immunity idol."""
21,00:00:48.25,00:00:48.25,>> Finding out that Yau-Man had the immunity idol changed a
22,00:00:50.54,00:00:50.54,whole bunch of stuff because everybody with the immunity
23,00:00:52.75,00:00:52.75,idol is considered dangerous. >> PROBST: At the reward
24,00:00:57.25,00:00:57.25,challenge... Mookie connects!
25,00:00:59.17,00:00:59.17,...The tribe was split into two teams.
26,00:01:00.96,00:01:00.96,Dreamz has it! Green wins reward!
27,00:01:04.46,00:01:04.46,"Dreamz secured victory for himself, Stacy, Earl and Alex."
28,00:01:08.21,00:01:08.21,"Boo, head on out. And they sent Boo to Exile"
29,00:01:11.21,00:01:11.21,"Island... >> ""The idol is back at your"
30,00:01:14.25,00:01:14.25,"very own beach."" >> PROBST: ...Where he"
